sentence_id	index	token	lemma	meaning	form	here	parts	pos	case	number
4155295	2	katkarapuja	katkarapu	Garnele	Nomen · Partitiv Plural	Garnelen	katka+rapu	nimisana	osanto	plural
4155299	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4155299	1	näytti	näyttää	aussehen; zeigen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	sah aus		teonsana		singular
4155299	2	todella	todella	wirklich	Adverb	sehr				
4155299	3	sairaalta	sairas	krank	Adjektiv · Ablativ „von … weg“ Singular	krank (näyttää + Ablativ: aussehen wie)		nimisana_laatusana	ulkoeronto	singular
4155310	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4155310	1	yleensä	yleensä	normalerweise	Adverb			seikkasana		
4155310	2	kuorsaa	kuorsata	schnarchen	Verb · Verneinungsform (nach ei)	schnarche		teonsana		singular
4155311	0	Kuorsaatko	kuorsata	schnarchen	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	schnarchst du?		teonsana		singular
4155311	1	sinä	sinä	du	Pronomen · Nominativ Singular			asemosana	nimento	singular
4155312	0	Tein	tehdä	machen, tun	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) machte → baute		teonsana		singular
4155312	1	lumiukon	lumiukko	Schneemann	Nomen · Genitiv Singular	einen Schneemann (Objekt)	lumi+ukko	nimisana	omanto	singular
4156385	0	Moottori	moottori	Motor	Nomen · Nominativ Singular			nimisana	nimento	singular
4156385	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	(er) … nicht		kieltosana		singular
4156385	2	käynnisty	käynnistyä	anspringen, starten	Verb · Verneinungsform (nach ei)	springt (nicht) an		teonsana		singular
4156397	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4156397	1	kauhean	kauhea	schrecklich	Adjektiv · Genitiv Singular	furchtbar		nimisana_laatusana	omanto	singular
4156397	2	pahoillani	paha	schlecht, böse	Nomen · Adessiv „auf, bei“ Plural · + Possessivendung „mein“	(olla pahoillaan) → es tut mir leid		nimisana	ulkoolento	plural
4156400	0	Autoni	auto	Auto	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Auto		nimisana	nimento	singular
4156400	1	varastettiin	varastaa	stehlen	Verb · Passiv (Umgangssprache auch: wir-Form) · Imperfekt (Vergangenheit)	wurde gestohlen		teonsana		
4156401	0	Mun	minä	ich	Pronomen · Genitiv Singular · umgangssprachlich für minun	mein				
4156401	1	auto	auto	Auto	Nomen · Nominativ Singular			nimisana	nimento	singular
4156401	2	pöllittiin	pölliä	klauen (ugs.)	Verb · Passiv · Imperfekt (Vergangenheit) · umgangssprachlich für varastettiin	wurde geklaut				
4156405	0	Ystäväni	ystävä	Freund	Nomen · Nominativ Plural · + Possessivendung „mein“	meine Freunde		nimisana	nimento	singular
4156405	1	ovat	olla	sein	Verb · 3. Person Pl. (he) · Präsens	(sie) sind		teonsana		plural
4156405	2	tyhmiä	tyhmä	dumm	Adjektiv · Partitiv Plural	dumm (Partitiv Pl.)		nimisana_laatusana	osanto	plural
4156407	0	Tarvitsen	tarvita	brauchen	Verb · 1. Person Sg. (minä) · Präsens	(ich) brauche		teonsana		singular
4156407	1	tekstitykset	tekstitys	Untertitel	Nomen · Nominativ Plural	(die) Untertitel		nimisana	nimento	plural
4156409	0	Me	me	wir	Pronomen · Nominativ Plural			asemosana	nimento	plural
4156409	1	onnistumme	onnistua	gelingen, Erfolg haben	Verb · 1. Person Pl. (me) · Präsens	(wir) schaffen es		teonsana		plural
4156410	0	Me	me	wir	Pronomen · Nominativ Plural			asemosana	nimento	plural
4156410	1	menestymme	menestyä	Erfolg haben	Verb · 1. Person Pl. (me) · Präsens	(wir) haben Erfolg		teonsana		plural
4164703	0	Unohdin	unohtaa	vergessen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) vergaß		teonsana		singular
4164703	1	tehdä	tehdä	machen, tun	Verb · Grundform (Infinitiv)			teonsana		
4164703	2	sen	se	es, das	Pronomen · Genitiv Singular	es (Objekt)		asemosana	omanto	singular
4164705	0	Unohdin	unohtaa	vergessen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) vergaß		teonsana		singular
4164705	1	tehdä	tehdä	tun, machen	Verb · Grundform (Infinitiv)			teonsana		
4164705	2	tuon	tuo	jener, das (da)	Pronomen · Genitiv Singular	das		asemosana	omanto	singular
4164717	0	Ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	nicht → lass uns nicht		kieltosana		singular
4164717	1	puhuta	puhua	sprechen, reden	Verb · Passiv · Verneinungsform (nach ei) · umgangssprachlich wir-Form	reden (wir nicht)		teonsana		
4164717	2	siitä	se	es, das	Pronomen · Elativ „aus“ Singular	darüber (wörtl. davon)		asemosana	sisaeronto	singular
4164720	0	Tomin	Tomi	Tomi (Name)	Name · Genitiv Singular	Tomi (Genitiv: Tomi müsste)		etunimi	omanto	singular
4164720	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	nicht		kieltosana		singular
4164720	2	olisi	olla	sein	Verb · Konditional · Verneinungsform	hätte		teonsana		singular
4164720	3	pitänyt	pitää	müssen, sollen	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	(hätte) sollen		laatusana	nimento	singular
4164720	4	kertoa	kertoa	erzählen	Verb · Grundform (Infinitiv)			teonsana		
4164720	5	siitä	se	es, das	Pronomen · Elativ „aus“ Singular	davon		asemosana	sisaeronto	singular
4164720	6	Marille	Mari	Mari (Name)	Name · Allativ „auf … zu, an“ Singular	Mari (an)		paikannimi	ulkotulento	singular
4164723	0	Mikä	mikä	was, welcher	Pronomen · Nominativ Singular	was		asemosana	nimento	singular
4164723	1	siinä	se	es, das	Pronomen · Inessiv „in“ Singular	daran (wörtl. darin)		asemosana	sisaolento	singular
4164723	2	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4164723	3	hauskaa	hauska	lustig	Adjektiv · Partitiv Singular	lustig (Partitiv)		nimisana_laatusana	osanto	singular
4164724	0	Menimme	mennä	gehen	Verb · 1. Person Pl. (me) · Imperfekt (Vergangenheit)	(wir) gingen		teonsana		plural
4164724	1	teatteriin	teatteri	Theater	Nomen · Illativ „in … hinein“ Singular	ins Theater		nimisana	sisatulento	singular
4170833	0	Miksi	miksi	warum	Fragewort · (Translativ von mikä)					
4170833	1	valehtelit	valehdella	lügen	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit)	hast (du) gelogen		teonsana		singular
4170833	2	heille	he	sie (Pl.)	Pronomen · Allativ „auf … zu, an“ Plural	ihnen → (sie) angelogen		asemosana	ulkotulento	plural
4170837	0	Toimistoni	toimisto	Büro	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Büro		nimisana	nimento	singular
4170837	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4170837	2	tuolla	tuolla	dort (drüben)	Adverb					
4170843	0	Suosittelen	suositella	empfehlen	Verb · 1. Person Sg. (minä) · Präsens	(ich) empfehle		teonsana		singular
4170843	1	tätä	tämä	dieser, das	Pronomen · Partitiv Singular	das hier		asemosana	osanto	singular
4170845	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4170845	1	syö	syödä	essen	Verb · Verneinungsform (nach ei)	esse		teonsana		singular
4170845	2	tätä	tämä	dieser, das hier	Pronomen · Partitiv Singular	das (Partitiv)		asemosana	osanto	singular
4170847	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4170847	1	aio	aikoa	vorhaben, beabsichtigen	Verb · Verneinungsform (nach ei)	habe (nicht) vor		teonsana		singular
4170847	2	syödä	syödä	essen	Verb · Grundform (Infinitiv)			teonsana		
4170847	3	tätä	tämä	dieser, das	Pronomen · Partitiv Singular	das hier		asemosana	osanto	singular
4170848	0	Paljonko	paljonko	wie viel	Fragewort · (paljon + Frageendung -ko)					
4170848	1	lippu	lippu	Fahrkarte	Nomen · Nominativ Singular			nimisana	nimento	singular
4170848	2	maksaa	maksaa	kosten; bezahlen	Verb · 3. Person Sg. (hän) · Präsens	kostet		teonsana		singular
4170855	0	He	he	sie (Plural)	Pronomen · Nominativ Plural			asemosana	nimento	plural
4170855	1	valehtelevat	valehdella	lügen	Verb · 3. Person Pl. (he) · Präsens			teonsana		plural
4170855	2	jatkuvasti	jatkuvasti	ständig	Adverb					
4172243	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4172243	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	er … nicht		kieltosana		singular
4172243	2	tullut	tulla	kommen	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit	(ist nicht) gekommen		laatusana	nimento	singular
4172243	3	töihin	työ	Arbeit	Nomen · Illativ „in … hinein“ Plural	zur Arbeit		nimisana	sisatulento	plural
4172243	4	tänään	tänään	heute	Adverb			seikkasana		
4172247	0	Oletpa	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens · + Partikel -pa (Betonung)	(du) bist aber		teonsana		singular
4172247	1	hiljainen	hiljainen	still, leise	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4172247	2	tänään	tänään	heute	Adverb			seikkasana		
4172248	0	Olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist		teonsana		singular
4172248	1	todella	todella	wirklich	Adverb	sehr				
4172248	2	hiljainen	hiljainen	still, leise	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4172248	3	tänään	tänään	heute	Adverb			seikkasana		
4172252	0	Rikoin	rikkoa	kaputt machen, brechen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) machte kaputt		teonsana		singular
4172252	1	maljakon	maljakko	Vase	Nomen · Genitiv Singular	eine Vase		nimisana	omanto	singular
4172252	2	tänään	tänään	heute	Adverb			seikkasana		
4172253	0	Rikoin	rikkoa	kaputt machen, brechen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) machte kaputt		teonsana		singular
4172253	1	vaasin	vaasi	Vase	Nomen · Genitiv Singular	eine Vase		nimisana	omanto	singular
4172253	2	tänään	tänään	heute	Adverb			seikkasana		
4172257	0	Olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist		teonsana		singular
4172257	1	varmasti	varma	sicher	Adjektiv · Adverbform (-sti) „auf … Weise“	bestimmt		laatusana	kerrontosti	
4172257	2	väsynyt	väsyä	müde werden	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	müde		laatusana	nimento	singular
4172260	0	Nyt	nyt	jetzt	Adverb			seikkasana		
4172260	1	olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4172260	2	rättiväsynyt	rättiväsynyt	todmüde	Adjektiv · Nominativ Singular					
4172261	0	Nyt	nyt	jetzt	Adverb			seikkasana		
4172261	1	olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4172261	2	ihan	ihan	ganz, völlig	Adverb			seikkasana		
4172261	3	naatti	naatti	erschöpft (ugs.)	Adjektiv · Nominativ Singular · umgangssprachlich	fix und fertig		nimisana	nimento	singular
4172270	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4172270	1	tajua	tajuta	kapieren, verstehen	Verb · Verneinungsform (nach ei)	verstehe		teonsana		singular
4172270	2	tätä	tämä	dieser, das	Pronomen · Partitiv Singular	das hier		asemosana	osanto	singular
4172275	0	Onko	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	ist …?		teonsana		singular
4172275	1	koe	koe	Prüfung, Test	Nomen · Nominativ Singular			nimisana	nimento	singular
4172275	2	tänään	tänään	heute	Adverb			seikkasana		
4172276	0	Itkimme	itkeä	weinen	Verb · 1. Person Pl. (me) · Imperfekt (Vergangenheit)	(wir) weinten		teonsana		plural
4172276	1	yhdessä	yhdessä	zusammen	Adverb			seikkasana		
4172278	0	Mennään	mennä	gehen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	lass uns gehen		teonsana		
4172278	1	lounaalle	lounas	Mittagessen	Nomen · Allativ „auf … zu, an“ Singular	zum Mittagessen		nimisana	ulkotulento	singular
4172278	2	yhdessä	yhdessä	zusammen	Adverb			seikkasana		
4172279	0	Syödään	syödä	essen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	essen wir!		teonsana		
4172279	1	yhdessä	yhdessä	zusammen	Adverb			seikkasana		
4172281	0	Syödään	syödä	essen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	lass uns essen		teonsana		
4172281	1	yhessä	yhdessä	zusammen	Adverb · umgangssprachlich für yhdessä					
4172283	0	Syödään	syödä	essen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	lass uns essen		teonsana		
4172283	1	yhes	yhdessä	zusammen	Adverb · umgangssprachlich für yhdessä					
4172284	0	Syyää	syödä	essen	Verb · Passiv (Umgangssprache: wir-Form) · Präsens · umgangssprachlich für syödään	lass uns essen				
4172284	1	yhessä	yhdessä	zusammen	Adverb · umgangssprachlich für yhdessä					
4172287	0	Minne	minne	wohin	Fragewort					
4172287	1	muutit	muuttaa	umziehen	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit)	(du) zogst um		teonsana		singular
4172288	0	Hän	hän	er, sie	Pronomen · Nominativ Singular			asemosana	nimento	singular
4172288	1	muutti	muuttaa	umziehen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	zog		teonsana		singular
4172288	2	Tokioon	Tokio	Tokio	Ortsname · Illativ „in … hinein“ Singular	nach Tokio		paikannimi	sisatulento	singular
4172346	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4172346	1	luki	lukea	lesen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	las		teonsana		singular
4172346	2	kirjeen	kirje	Brief	Nomen · Genitiv Singular	den Brief (Objekt)		nimisana	omanto	singular
4172346	3	kolme	kolme	drei	Zahlwort · Nominativ Singular			lukusana	nimento	singular
4172346	4	kertaa	kerta	Mal	Nomen · Partitiv Singular	Mal (nach Zahlwort: Partitiv Sg.)		nimisana	osanto	singular
4172888	0	Oletko	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	hast du? (Perfekt)		teonsana		singular
4172888	1	koskaan	koskaan	jemals	Adverb			seikkasana		
4172888	2	pelannut	pelata	spielen	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	gespielt		laatusana	nimento	singular
4172888	3	golfia	golf	Golf	Nomen · Partitiv Singular			nimisana	osanto	singular
4172903	0	Kättelin	kätellä	die Hand schütteln	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) schüttelte die Hand		teonsana		singular
4172903	1	Tomia	Tomi	Tomi (Name)	Name · Partitiv Singular	Tomi (Partitiv)		etunimi	osanto	singular
4172910	0	Älä	ei	nicht (Verneinungsverb)	Verneinungsverb · Imperativ · 2. Person Sg. (sinä)	(tu/sei) nicht!		kieltosana		singular
4172910	1	suutu	suuttua	böse werden	Verb · Verneinungsform (nach älä)	werde (nicht) böse		teonsana		singular
4172910	2	Tomille	Tomi	Tomi (Name)	Name · Allativ „auf … zu, an“ Singular	auf Tomi		etunimi	ulkotulento	singular
4173023	0	Älä	ei	nicht (Verneinungsverb)	Verneinungsverb · Imperativ · 2. Person Sg. (sinä) · Verbot	nicht! (Verbot)		kieltosana		singular
4173023	1	valehtele	valehdella	lügen	Verb · Verneinungsform (nach älä)	lüge		teonsana		singular
4173023	2	Tomille	Tom	Tom (Name)	Name · Allativ „auf … zu, an“ Singular	(an) Tom → Tom anlügen		etunimi	ulkotulento	singular
4173028	0	Kerro	kertoa	erzählen, sagen	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	sag!		teonsana		singular
4173028	1	totuus	totuus	Wahrheit	Nomen · Nominativ Singular			nimisana	nimento	singular
4173028	2	Tomille	Tom	Tom (Name)	Name · Allativ „auf … zu, an“ Singular	(an) Tom		etunimi	ulkotulento	singular
4173035	0	Pyydä	pyytää	bitten	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	bitte!		teonsana		singular
4173035	1	anteeksi	anteeksi	Verzeihung	Adverb	(um) Verzeihung → entschuldige dich		seikkasana		
4173035	2	Tomilta	Tom	Tom (Name)	Name · Ablativ „von … weg“ Singular	bei Tom (von Tom)		etunimi	ulkoeronto	singular
4173048	0	Mainitsen	mainita	erwähnen	Verb · 1. Person Sg. (minä) · Präsens	(ich) erwähne		teonsana		singular
4173048	1	sen	se	es, das	Pronomen · Genitiv Singular	es (Objekt)		asemosana	omanto	singular
4173048	2	Tomille	Tomi	Tomi (Name)	Name · Allativ „auf … zu, an“ Singular	Tomi gegenüber (wörtl. an Tomi)		etunimi	ulkotulento	singular
4173051	0	Mainitsen	mainita	erwähnen	Verb · 1. Person Sg. (minä) · Präsens	(ich) erwähne		teonsana		singular
4173051	1	siitä	se	es, das	Pronomen · Elativ „aus“ Singular	davon		asemosana	sisaeronto	singular
4173051	2	Tomille	Tomi	Tomi (Name)	Name · Allativ „auf … zu, an“ Singular	(gegenüber) Tomi		etunimi	ulkotulento	singular
4173054	0	Muistan	muistaa	sich erinnern	Verb · 1. Person Sg. (minä) · Präsens	(ich) erinnere mich (an)		teonsana		singular
4173054	1	vielä	vielä	noch	Adverb			seikkasana		
4173054	2	Tomin	Tom	Tom (Name)	Name · Genitiv Singular	Tom (Objekt)		etunimi	omanto	singular
4173057	0	Muistan	muistaa	sich erinnern	Verb · 1. Person Sg. (minä) · Präsens	(ich) erinnere mich (an)		teonsana		singular
4173057	1	yhä	yhä	noch, immer noch	Adverb			seikkasana		
4173057	2	Tomin	Tom	Tom (Name)	Name · Genitiv Singular	(an) Tom (Objekt)		etunimi	omanto	singular
4173065	0	Se	se	es, das	Pronomen · Nominativ Singular			asemosana	nimento	singular
4173065	1	oli	olla	sein	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	war		teonsana		singular
4173065	2	liikaa	liikaa	zu viel	Adverb					
4173065	3	Tomille	Tom	Tom (Name)	Name · Allativ „auf … zu, an“ Singular	für Tom		etunimi	ulkotulento	singular
4173074	0	Etkö	ei	nicht (Verneinungsverb)	Verneinungsverb · et = du nicht · + Frageendung -ko/-kö	du … nicht?		kieltosana		singular
4173074	1	usko	uskoa	glauben	Verb · Verneinungsform (nach ei)	glaubst		teonsana		singular
4173074	2	Tomia	Tom	Tom (Name)	Name · Partitiv Singular	Tom (Partitiv)		etunimi	osanto	singular
4173077	0	Miksi	miksi	warum	Fragewort · (Translativ von mikä)					
4173077	1	myrkytit	myrkyttää	vergiften	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit)	hast (du) vergiftet		teonsana		singular
4173077	2	Tomin	Tom	Tom (Name)	Name · Genitiv Singular	Tom (Objekt)		etunimi	omanto	singular
4173095	0	Anna	antaa	geben	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	gib!		teonsana		singular
4173095	1	sokeri	sokeri	Zucker	Nomen · Nominativ Singular			nimisana	nimento	singular
4173095	2	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4173100	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4173100	1	kateellinen	kateellinen	neidisch	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4173100	2	sinulle	sinä	du	Pronomen · Allativ „auf … zu, an“ Singular	auf dich (wörtl. dir)		asemosana	ulkotulento	singular
4173100	3	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4173109	0	Tämä	tämä	dieser, das	Pronomen · Nominativ Singular	das		asemosana	nimento	singular
4173109	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4173109	2	lempielokuvani	lempielokuva	Lieblingsfilm	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Lieblingsfilm	lempi+elo=kuva	nimisana	nimento	singular
4174381	0	Menin	mennä	gehen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) ging → fuhr		teonsana		singular
4174381	1	sinne	sinne	dorthin	Adverb					
